time,tair_month_HadGEM2-ES_rcp85
2053-07-31 00:00:00+00:00,33.443607
2053-08-31 00:00:00+00:00,32.756153
2053-09-30 00:00:00+00:00,31.413834
2053-10-31 00:00:00+00:00,22.804075
2053-11-30 00:00:00+00:00,16.688385
2053-12-31 00:00:00+00:00,10.389203
2054-01-31 00:00:00+00:00,11.893885
2054-02-28 00:00:00+00:00,12.576444
2054-03-31 00:00:00+00:00,13.913129
2054-04-30 00:00:00+00:00,20.19963
2054-05-31 00:00:00+00:00,24.673468
2054-06-30 00:00:00+00:00,30.553434
2054-07-31 00:00:00+00:00,33.36889
2054-08-31 00:00:00+00:00,31.888496
2054-09-30 00:00:00+00:00,27.956247
2054-10-31 00:00:00+00:00,24.478287
2054-11-30 00:00:00+00:00,16.617193
2054-12-31 00:00:00+00:00,12.190104
2055-01-31 00:00:00+00:00,13.038478
2055-02-28 00:00:00+00:00,14.71053
2055-03-31 00:00:00+00:00,16.354662
2055-04-30 00:00:00+00:00,19.363054
2055-05-31 00:00:00+00:00,24.579508
2055-06-30 00:00:00+00:00,31.154457
2055-07-31 00:00:00+00:00,31.900972
2055-08-31 00:00:00+00:00,34.902767
2055-09-30 00:00:00+00:00,28.698387
2055-10-31 00:00:00+00:00,23.598772
2055-11-30 00:00:00+00:00,14.844155
2055-12-31 00:00:00+00:00,10.984509
2056-01-31 00:00:00+00:00,12.76025
2056-02-29 00:00:00+00:00,16.569628
2056-03-31 00:00:00+00:00,15.731322
2056-04-30 00:00:00+00:00,21.396072
2056-05-31 00:00:00+00:00,26.09569
2056-06-30 00:00:00+00:00,29.124777
2056-07-31 00:00:00+00:00,34.205067
2056-08-31 00:00:00+00:00,33.05726
2056-09-30 00:00:00+00:00,30.381681
2056-10-31 00:00:00+00:00,22.719559
2056-11-30 00:00:00+00:00,17.162102
2056-12-31 00:00:00+00:00,14.3605
2057-01-31 00:00:00+00:00,11.510744
2057-02-28 00:00:00+00:00,16.071318
2057-03-31 00:00:00+00:00,13.446241
2057-04-30 00:00:00+00:00,18.30824
2057-05-31 00:00:00+00:00,23.998262
2057-06-30 00:00:00+00:00,30.633549
2057-07-31 00:00:00+00:00,32.68048
2057-08-31 00:00:00+00:00,32.567787
2057-09-30 00:00:00+00:00,29.089542
2057-10-31 00:00:00+00:00,26.661144
2057-11-30 00:00:00+00:00,16.992306
2057-12-31 00:00:00+00:00,8.858506
2058-01-31 00:00:00+00:00,9.383531
2058-02-28 00:00:00+00:00,15.0940895
2058-03-31 00:00:00+00:00,18.220737
2058-04-30 00:00:00+00:00,21.887236
2058-05-31 00:00:00+00:00,26.876493
